['28', '1662', 'Friday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '60476', 'Sunday', '4920624061', '1', 'LAWN AND GARDEN', '5053']
['28', '60476', 'Sunday', '7110021192', '1', 'GROCERY DRY GOODS', '2453']
['28', '61068', 'Sunday', '3422349124', '1', 'SPORTING GOODS', '5113']
['28', '62563', 'Sunday', '74319570009', '1', 'SPORTING GOODS', '5370']
['28', '62563', 'Sunday', '3890004271', '1', 'GROCERY DRY GOODS', '2764']
['28', '62563', 'Sunday', '4786978021', '2', 'SPORTING GOODS', '5312']
['28', '62563', 'Sunday', '1864315955', '2', 'COOK AND DINE', '2061']
['28', '62563', 'Sunday', '1864315955', '1', 'COOK AND DINE', '2061']
['28', '62563', 'Sunday', '7874202226', '1', 'DSD GROCERY', '3856']
['28', '62563', 'Sunday', '66572107784', '1', 'BATH AND SHOWER', '1505']
['28', '62563', 'Sunday', '66572107784', '1', 'BATH AND SHOWER', '1505']
['28', '62563', 'Sunday', '87433500113', '1', 'SPORTING GOODS', '5303']
['28', '62563', 'Sunday', '75623391215', '1', 'LAWN AND GARDEN', '730']
['28', '62563', 'Sunday', '88678300142', '1', 'SPORTING GOODS', '5048']
['28', '62563', 'Sunday', '5150024177', '1', 'GROCERY DRY GOODS', '2651']
['28', '62563', 'Sunday', '1480000010', '1', 'GROCERY DRY GOODS', '2763']
['28', '62563', 'Sunday', '2840004768', '1', 'DSD GROCERY', '9253']
['28', '62563', 'Sunday', '2569500679', '2', 'BEDDING', '6000']
['28', '62563', 'Sunday', '88491211221', '1', 'GROCERY DRY GOODS', '3555']
['28', '62563', 'Sunday', '7874201706', '1', 'DSD GROCERY', '3562']
['28', '62563', 'Sunday', '4400003038', '1', 'DSD GROCERY', '3713']
['28', '62563', 'Sunday', '66572106594', '1', 'BATH AND SHOWER', '1505']
['28', '62563', 'Sunday', '3600038571', '1', 'HOUSEHOLD PAPER GOODS', '3099']
['28', '62563', 'Sunday', '1142394087', '1', 'SPORTING GOODS', '5092']
['28', '62563', 'Sunday', '5844989033', '1', 'GROCERY DRY GOODS', '3601']
['28', '62563', 'Sunday', '88546810016', '2', 'SPORTING GOODS', '5802']
['28', '62563', 'Sunday', '3422349383', '1', 'SPORTING GOODS', '5114']
['28', '62563', 'Sunday', '5638909617', '1', 'SPORTING GOODS', '5008']
['28', '62563', 'Sunday', '4650071170', '1', 'LAWN AND GARDEN', '4805']
['28', '62563', 'Sunday', '7874235193', '2', 'DSD GROCERY', '9206']
['28', '62563', 'Sunday', '4650001849', '1', 'SPORTING GOODS', '5092']
['28', '62563', 'Sunday', '60538817644', '1', 'SHOES', '4853']
['28', '62563', 'Sunday', '75623391216', '1', 'LAWN AND GARDEN', '730']
['28', '62563', 'Sunday', '5113119123', '1', 'SPORTING GOODS', '5031']
['28', '62563', 'Sunday', '81271301665', '2', 'SPORTING GOODS', '5016']
['28', '62563', 'Sunday', '2241595129', '1', 'BEDDING', '3546']
['28', '62563', 'Sunday', '2096857950', '1', 'SPORTING GOODS', '5090']
['28', '62563', 'Sunday', '60538817662', '1', 'SHOES', '8403']
['28', '62563', 'Sunday', '3993826644', '2', 'CELEBRATION', '306']
['28', '62563', 'Sunday', '3993826648', '1', 'CELEBRATION', '306']
['28', '62563', 'Sunday', '5844977180', '1', 'GROCERY DRY GOODS', '3601']
['28', '62563', 'Sunday', '66572107785', '1', 'BATH AND SHOWER', '1505']
['28', '62563', 'Sunday', '7874203347', '1', 'DSD GROCERY', '3563']
['28', '62934', 'Sunday', '60538812369', '1', 'SHOES', '1337']
['28', '62934', 'Sunday', '7650109771', '1', 'SPORTING GOODS', '5805']
['28', '63261', 'Monday', '89863900419', '2', 'SPORTING GOODS', '5221']
['28', '63261', 'Monday', '60538862128', '1', 'FINANCIAL SERVICES', '0']
['28', '63261', 'Monday', '4650074757', '2', 'SPORTING GOODS', '5092']
['28', '63273', 'Monday', '2863252158', '1', 'SPORTING GOODS', '3223']
['28', '63273', 'Monday', '81891401435', '1', 'COOK AND DINE', '3907']
['28', '63273', 'Monday', '3278458039', '1', 'SPORTING GOODS', '302']
['28', '63273', 'Monday', '88381359155', '1', 'SPORTING GOODS', '8003']
['28', '63273', 'Monday', '60538862129', '1', 'FINANCIAL SERVICES', '0']
['28', '63273', 'Monday', '30521500700', '1', 'PERSONAL CARE', '3010']
['28', '63273', 'Monday', '32586651255', '1', 'PHARMACY OTC', '2015']
['28', '63273', 'Monday', '1650055710', '1', 'PHARMACY OTC', '601']
['28', '63273', 'Monday', '60538804542', '1', 'FINANCIAL SERVICES', '3903']
['28', '63847', 'Monday', '1600043102', '1', 'GROCERY DRY GOODS', '3554']
['28', '63847', 'Monday', '7650111500', '1', 'SPORTING GOODS', '5806']
['28', '63847', 'Monday', '', '1', 'NULL', '']
['28', '63847', 'Monday', '7874211433', '1', 'DSD GROCERY', '3502']
['28', '64981', 'Monday', '3422343858', '1', 'SPORTING GOODS', '5105']
['28', '64981', 'Monday', '4900004565', '1', 'DSD GROCERY', '4610']
['28', '64981', 'Monday', '60538862128', '1', 'FINANCIAL SERVICES', '0']
['28', '64981', 'Monday', '4900004712', '1', 'DSD GROCERY', '4610']
['28', '65886', 'Monday', '89745400158', '1', 'SPORTING GOODS', '5701']
['28', '65886', 'Monday', '68335107100', '1', 'SPORTING GOODS', '5028']
['28', '65886', 'Monday', '9955500812', '1', 'GROCERY DRY GOODS', '3309']
['28', '66090', 'Monday', '7756719342', '1', 'FROZEN FOODS', '1851']
['28', '66090', 'Monday', '3278458667', '1', 'SPORTING GOODS', '501']
['28', '66090', 'Monday', '3107', '1', 'PRODUCE', '103']
['28', '66090', 'Monday', '3278457965', '1', 'SPORTING GOODS', '299']
['28', '66707', 'Monday', '7874200504', '1', 'INFANT CONSUMABLE HARDLINES', '228']
['28', '66707', 'Monday', '81655901009', '1', 'PERSONAL CARE', '3123']
['28', '66707', 'Monday', '1280033035', '1', 'IMPULSE MERCHANDISE', '907']
['28', '66707', 'Monday', '5020001535', '1', 'DAIRY', '1407']
['28', '66707', 'Monday', '3700071108', '1', 'PERSONAL CARE', '1']
['28', '66707', 'Monday', '38137003740', '1', 'PERSONAL CARE', '3020']
['28', '66707', 'Monday', '4561880139', '1', 'SPORTING GOODS', '2707']
['28', '66707', 'Monday', '2316913989', '2', 'HOME MANAGEMENT', '1166']
['28', '66707', 'Monday', '3700084148', '1', 'PERSONAL CARE', '5050']
['28', '66707', 'Monday', '60538816335', '2', 'SHOES', '8960']
['28', '66707', 'Monday', '3700084147', '1', 'PERSONAL CARE', '5050']
['28', '66707', 'Monday', '2429198054', '1', 'JEWELRY AND SUNGLASSES', '4897']
['28', '67348', 'Monday', '1142394116', '3', 'SPORTING GOODS', '5092']
['28', '67348', 'Monday', '7965604493', '1', 'BEAUTY', '6004']
['28', '67348', 'Monday', '2120052781', '1', 'OFFICE SUPPLIES', '3511']
['28', '67348', 'Monday', '7965600866', '1', 'BEAUTY', '6004']
['28', '67502', 'Monday', '3278458676', '1', 'SPORTING GOODS', '501']
['28', '67502', 'Monday', '73792775167', '1', 'JEWELRY AND SUNGLASSES', '7080']
['28', '67502', 'Monday', '4770800125', '1', 'SPORTING GOODS', '601']
['28', '67502', 'Monday', '4770800046', '1', 'SPORTING GOODS', '602']
['28', '67502', 'Monday', '4506310001', '1', 'SPORTING GOODS', '718']
['28', '67515', 'Monday', '3207', '1', 'FROZEN FOODS', '9100']
['28', '67515', 'Monday', '3207', '-1', 'FROZEN FOODS', '9100']
['28', '67515', 'Monday', '7874201500', '1', 'CANDY, TOBACCO, COOKIES', '97']
['28', '67515', 'Monday', '2840000613', '1', 'DSD GROCERY', '3352']
['28', '67515', 'Monday', '8390000575', '1', 'DSD GROCERY', '3054']
['28', '67515', 'Monday', '3207', '1', 'FROZEN FOODS', '9100']
['28', '67515', 'Monday', '3400008803', '1', 'CANDY, TOBACCO, COOKIES', '79']
['28', '67515', 'Monday', '1864315955', '1', 'COOK AND DINE', '2061']
['28', '67515', 'Monday', '3422341838', '1', 'SPORTING GOODS', '5117']
['28', '67515', 'Monday', '1480064657', '1', 'DSD GROCERY', '4644']
['28', '67749', 'Monday', '61884220362', '1', 'SPORTING GOODS', '5104']
['28', '67749', 'Monday', '3500050902', '1', 'PERSONAL CARE', '202']
['28', '67749', 'Monday', '1620033700', '1', 'GROCERY DRY GOODS', '4451']
['28', '67749', 'Monday', '4740009995', '1', 'PERSONAL CARE', '55']
['28', '67954', 'Monday', '2840043785', '1', 'IMPULSE MERCHANDISE', '808']
['28', '67954', 'Monday', '61884229302', '1', 'SPORTING GOODS', '5102']
['28', '67954', 'Monday', '60538862128', '1', 'FINANCIAL SERVICES', '0']
['28', '67954', 'Monday', '7600136826', '1', 'HOME DECOR', '5550']
['28', '68459', 'Monday', '7084781117', '1', 'DSD GROCERY', '3466']
['28', '68459', 'Monday', '4011', '1', 'PRODUCE', '5501']
['28', '68459', 'Monday', '7874220164', '2', 'BAKERY', '3004']
['28', '68459', 'Monday', '3663205592', '1', 'DAIRY', '1443']
['28', '68459', 'Monday', '6827473441', '1', 'DSD GROCERY', '2351']
['28', '68459', 'Monday', '7432309750', '1', 'GROCERY DRY GOODS', '3682']
['28', '68459', 'Monday', '3422343726', '1', 'SPORTING GOODS', '5105']
['28', '68521', 'Monday', '7650138010', '1', 'SPORTING GOODS', '5115']
['28', '68521', 'Monday', '61884220356', '1', 'SPORTING GOODS', '5102']
['28', '68521', 'Monday', '2724284106', '1', 'ELECTRONICS', '4200']
['28', '68536', 'Monday', '4900001463', '1', 'DSD GROCERY', '9538']
['28', '68536', 'Monday', '3920897565', '1', 'HARDWARE', '4315']
['28', '68536', 'Monday', '3422306776', '1', 'SPORTING GOODS', '5116']
['28', '68820', 'Monday', '88678300022', '2', 'SPORTING GOODS', '5047']
['28', '68820', 'Monday', '88678300087', '1', 'SPORTING GOODS', '5047']
['28', '68820', 'Monday', '88678300086', '1', 'SPORTING GOODS', '5047']
['28', '68820', 'Monday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '68820', 'Monday', '7962507424', '1', 'BEAUTY', '9925']
['28', '68965', 'Monday', '85103500323', '1', 'FROZEN FOODS', '1851']
['28', '68965', 'Monday', '81271301604', '1', 'SPORTING GOODS', '5013']
['28', '68965', 'Monday', '84583808012', '2', 'OFFICE SUPPLIES', '600']
['28', '68965', 'Monday', '7650192224', '1', 'SPORTING GOODS', '5003']
['28', '68965', 'Monday', '7650120462', '1', 'SPORTING GOODS', '5003']
['28', '68965', 'Monday', '81541901825', '1', 'SPORTING GOODS', '8205']
['28', '68965', 'Monday', '84730901241', '1', 'SPORTING GOODS', '104']
['28', '68965', 'Monday', '4443533010', '2', 'SPORTING GOODS', '5001']
['28', '68965', 'Monday', '4338826096', '1', 'SPORTING GOODS', '269']
['28', '68965', 'Monday', '7650100106', '1', 'SPORTING GOODS', '5003']
['28', '68965', 'Monday', '4160427166', '1', 'SPORTING GOODS', '5008']
['28', '68965', 'Monday', '4338827234', '1', 'SPORTING GOODS', '108']
['28', '68965', 'Monday', '4338827234', '1', 'SPORTING GOODS', '108']
['28', '69594', 'Tuesday', '81463201226', '-1', 'SPORTING GOODS', '5211']
['28', '69594', 'Tuesday', '81463201226', '1', 'SPORTING GOODS', '5211']
['28', '69594', 'Tuesday', '81463201226', '1', 'SPORTING GOODS', '5211']
['28', '69594', 'Tuesday', '85631200223', '1', 'DSD GROCERY', '3467']
['28', '69594', 'Tuesday', '7940039295', '1', 'PERSONAL CARE', '61']
['28', '69594', 'Tuesday', '7434522861', '1', 'SPORTING GOODS', '8120']
['28', '69594', 'Tuesday', '68113105856', '1', 'PHARMACY OTC', '1002']
['28', '69594', 'Tuesday', '1111126284', '1', 'PERSONAL CARE', '3165']
['28', '69594', 'Tuesday', '1111135921', '1', 'PERSONAL CARE', '3165']
['28', '69611', 'Tuesday', '7650138010', '1', 'SPORTING GOODS', '5115']
['28', '70558', 'Tuesday', '6827473529', '1', 'DSD GROCERY', '2351']
['28', '70558', 'Tuesday', '75322200110', '1', 'FROZEN FOODS', '9100']
['28', '70558', 'Tuesday', '5200012206', '1', 'DSD GROCERY', '4607']
['28', '70558', 'Tuesday', '3422343726', '1', 'SPORTING GOODS', '5105']
['28', '71162', 'Tuesday', '20275200000', '1', 'SERVICE DELI', '4042']
['28', '71162', 'Tuesday', '5638901001', '6', 'SPORTING GOODS', '5025']
['28', '71162', 'Tuesday', '1200013034', '1', 'DSD GROCERY', '9501']
['28', '71162', 'Tuesday', '89745400155', '1', 'SPORTING GOODS', '5702']
['28', '72569', 'Tuesday', '64748403704', '1', 'SPORTING GOODS', '5510']
['28', '72569', 'Tuesday', '3579442413', '1', 'SPORTING GOODS', '5300']
['28', '72569', 'Tuesday', '74319570062', '1', 'SPORTING GOODS', '5370']
['28', '72569', 'Tuesday', '5638908313', '1', 'SPORTING GOODS', '5025']
['28', '72569', 'Tuesday', '5638909460', '1', 'SPORTING GOODS', '5028']
['28', '73855', 'Tuesday', '2863204624', '1', 'SPORTING GOODS', '3332']
['28', '73855', 'Tuesday', '3422341282', '1', 'SPORTING GOODS', '5117']
['28', '73855', 'Tuesday', '2614810231', '1', 'SPORTING GOODS', '28']
['28', '73855', 'Tuesday', '4770800125', '1', 'SPORTING GOODS', '601']
['28', '74304', 'Tuesday', '3207', '1', 'FROZEN FOODS', '9100']
['28', '74304', 'Tuesday', '4900003165', '1', 'DSD GROCERY', '9205']
['28', '74304', 'Tuesday', '4900002870', '2', 'DSD GROCERY', '9214']
['28', '74304', 'Tuesday', '7650137519', '1', 'SPORTING GOODS', '5113']
['28', '74394', 'Tuesday', '7650138378', '1', 'SPORTING GOODS', '5104']
['28', '74394', 'Tuesday', '7707103941', '2', 'SPORTING GOODS', '5106']
['28', '74394', 'Tuesday', '1254661267', '2', 'IMPULSE MERCHANDISE', '135']
['28', '74727', 'Tuesday', '3278458670', '1', 'SPORTING GOODS', '501']
['28', '74727', 'Tuesday', '75198102319', '1', 'SPORTING GOODS', '3207']
['28', '74727', 'Tuesday', '4338812616', '1', 'SPORTING GOODS', '412']
['28', '74727', 'Tuesday', '4506310084', '1', 'SPORTING GOODS', '718']
['28', '74727', 'Tuesday', '3877504206', '1', 'SPORTING GOODS', '731']
['28', '74727', 'Tuesday', '3422349099', '1', 'SPORTING GOODS', '5113']
['28', '74727', 'Tuesday', '75198100109', '1', 'SPORTING GOODS', '3201']
['28', '74727', 'Tuesday', '4770800046', '1', 'SPORTING GOODS', '602']
['28', '74727', 'Tuesday', '84101516021', '1', 'SPORTING GOODS', '5048']
['28', '74807', 'Tuesday', '3422349384', '1', 'SPORTING GOODS', '5114']
['28', '74888', 'Tuesday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '74888', 'Tuesday', '88741180507', '1', 'LADIESWEAR', '9065']
['28', '74888', 'Tuesday', '87126040032', '1', 'PRODUCE', '995']
['28', '74888', 'Tuesday', '880552311913', '1', 'LADIESWEAR', '313']
['28', '74888', 'Tuesday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '74888', 'Tuesday', '64600721032', '1', 'BRAS & SHAPEWEAR', '135']
['28', '74888', 'Tuesday', '4321367060', '1', 'BRAS & SHAPEWEAR', '398']
['28', '74888', 'Tuesday', '64600721082', '1', 'BRAS & SHAPEWEAR', '135']
['28', '74888', 'Tuesday', '4900001916', '1', 'DSD GROCERY', '9546']
['28', '74888', 'Tuesday', '7874209348', '1', 'INFANT CONSUMABLE HARDLINES', '9013']
['28', '74888', 'Tuesday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '74888', 'Tuesday', '60538816679', '1', 'SHOES', '6318']
['28', '74888', 'Tuesday', '3916135513', '1', 'SHOES', '8706']
['28', '74991', 'Tuesday', '4900000790', '1', 'DSD GROCERY', '4611']
['28', '74991', 'Tuesday', '22591100000', '1', 'MEAT - FRESH & FROZEN', '6300']
['28', '74991', 'Tuesday', '22591100000', '-1', 'MEAT - FRESH & FROZEN', '6300']
['28', '74991', 'Tuesday', '7874222953', '-1', 'DSD GROCERY', '4636']
['28', '74991', 'Tuesday', '7109160010', '1', 'INFANT CONSUMABLE HARDLINES', '705']
['28', '74991', 'Tuesday', '7825731903', '1', 'SPORTING GOODS', '5818']
['28', '74991', 'Tuesday', '1740010695', '1', 'GROCERY DRY GOODS', '3813']
['28', '74991', 'Tuesday', '1740010695', '-1', 'GROCERY DRY GOODS', '3813']
['28', '74991', 'Tuesday', '7874222953', '1', 'DSD GROCERY', '4636']
['28', '74991', 'Tuesday', '7825731594', '1', 'SPORTING GOODS', '5806']
['28', '75259', 'Tuesday', '2863224345', '1', 'SPORTING GOODS', '402']
['28', '75259', 'Tuesday', '4852610049', '1', 'INFANT CONSUMABLE HARDLINES', '1014']
['28', '75259', 'Tuesday', '4138309029', '1', 'DAIRY', '1505']
['28', '75259', 'Tuesday', '66619777144', '1', 'SPORTING GOODS', '101']
['28', '75399', 'Wednesday', '64748404333', '2', 'SPORTING GOODS', '5312']
['28', '75902', 'Wednesday', '2055406867', '-1', 'SPORTING GOODS', '3263']
['28', '75902', 'Wednesday', '2614810215', '1', 'SPORTING GOODS', '28']
['28', '75902', 'Wednesday', '3600036926', '1', 'PERSONAL CARE', '9103']
['28', '75902', 'Wednesday', '68113147312', '1', 'SPORTING GOODS', '86']
['28', '75902', 'Wednesday', '60538804541', '-1', 'FINANCIAL SERVICES', '3903']
['28', '75902', 'Wednesday', '60538804541', '1', 'FINANCIAL SERVICES', '3903']
['28', '75902', 'Wednesday', '4296580336', '1', 'SPORTING GOODS', '28']
['28', '75902', 'Wednesday', '2055406867', '2', 'SPORTING GOODS', '3263']
['28', '75902', 'Wednesday', '4296580330', '2', 'SPORTING GOODS', '28']
['28', '75902', 'Wednesday', '4296580330', '-1', 'SPORTING GOODS', '28']
['28', '75902', 'Wednesday', '4338824577', '1', 'SPORTING GOODS', '203']
['28', '75902', 'Wednesday', '4338824577', '-1', 'SPORTING GOODS', '203']
['28', '75902', 'Wednesday', '2863207081', '1', 'SPORTING GOODS', '3201']
['28', '76139', 'Wednesday', '1113212544', '1', 'PETS AND SUPPLIES', '610']
['28', '76139', 'Wednesday', '7940015246', '1', 'PERSONAL CARE', '1']
['28', '76139', 'Wednesday', '5400036397', '1', 'HOUSEHOLD PAPER GOODS', '3012']
['28', '76139', 'Wednesday', '6132835504', '1', 'HOUSEHOLD PAPER GOODS', '3091']
['28', '76139', 'Wednesday', '7825730437', '1', 'SPORTING GOODS', '5806']
['28', '76976', 'Wednesday', '8972603323', '1', 'SPORTING GOODS', '610']
['28', '76976', 'Wednesday', '4506310181', '2', 'SPORTING GOODS', '718']
['28', '76976', 'Wednesday', '8227111280', '1', 'SPORTING GOODS', '744']
['28', '76976', 'Wednesday', '7874211675', '1', 'HOUSEHOLD PAPER GOODS', '7010']
['28', '76976', 'Wednesday', '3710217010', '1', 'PRODUCE', '7818']
['28', '76976', 'Wednesday', '68113105630', '1', 'AUTOMOTIVE', '6210']
['28', '76976', 'Wednesday', '6343589111', '2', 'HOUSEHOLD PAPER GOODS', '2021']
['28', '76976', 'Wednesday', '7617132089', '1', 'AUTOMOTIVE', '252']
['28', '76976', 'Wednesday', '4093', '1', 'PRODUCE', '4008']
['28', '76976', 'Wednesday', '2238403025', '1', 'PAINT AND ACCESSORIES', '1501']
['28', '76976', 'Wednesday', '60538817645', '1', 'SHOES', '4853']
['28', '76976', 'Wednesday', '3278454850', '1', 'SPORTING GOODS', '403']
['28', '76976', 'Wednesday', '3278454850', '1', 'SPORTING GOODS', '403']
['28', '76976', 'Wednesday', '3278454850', '-1', 'SPORTING GOODS', '403']
['28', '76976', 'Wednesday', '71933907821', '1', 'SPORTING GOODS', '3202']
['28', '77461', 'Wednesday', '4800000086', '1', 'GROCERY DRY GOODS', '2902']
['28', '77461', 'Wednesday', '2700044212', '1', 'GROCERY DRY GOODS', '2403']
['28', '77461', 'Wednesday', '7874235296', '1', 'GROCERY DRY GOODS', '4402']
['28', '77461', 'Wednesday', '7825731868', '1', 'SPORTING GOODS', '5816']
['28', '78427', 'Wednesday', '71933910460', '1', 'SPORTING GOODS', '3204']
['28', '78427', 'Wednesday', '3278457965', '1', 'SPORTING GOODS', '299']
['28', '78427', 'Wednesday', '3278456398', '1', 'SPORTING GOODS', '301']
['28', '78427', 'Wednesday', '75198100419', '1', 'SPORTING GOODS', '3206']
['28', '78427', 'Wednesday', '8972603323', '1', 'SPORTING GOODS', '610']
['28', '78945', 'Wednesday', '80243', '1', 'PETS AND SUPPLIES', '7905']
['28', '78945', 'Wednesday', '1708287482', '1', 'IMPULSE MERCHANDISE', '601']
['28', '78945', 'Wednesday', '3422306776', '1', 'SPORTING GOODS', '5116']
['28', '79421', 'Wednesday', '7650193553', '1', 'SPORTING GOODS', '5028']
['28', '79421', 'Wednesday', '3980010797', '1', 'IMPULSE MERCHANDISE', '904']
['28', '79421', 'Wednesday', '79450475973', '1', 'SPORTING GOODS', '5705']
['28', '79457', 'Wednesday', '88721944260', '1', 'BOYS WEAR', '3019']
['28', '79457', 'Wednesday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '79457', 'Wednesday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '79457', 'Wednesday', '80469192644', '1', 'GIRLS WEAR, 4-6X  AND 7-14', '5932']
['28', '79544', 'Wednesday', '7825730838', '1', 'SPORTING GOODS', '5806']
['28', '79544', 'Wednesday', '68113106998', '1', 'PERSONAL CARE', '1403']
['28', '79544', 'Wednesday', '1700009245', '1', 'PERSONAL CARE', '3183']
['28', '79544', 'Wednesday', '4900003124', '1', 'DSD GROCERY', '9515']
['28', '79544', 'Wednesday', '31011903580', '1', 'PHARMACY OTC', '1531']
['28', '79544', 'Wednesday', '7825731904', '2', 'SPORTING GOODS', '5805']
['28', '79600', 'Wednesday', '3422349099', '1', 'SPORTING GOODS', '5113']
['28', '79600', 'Wednesday', '3700001211', '1', 'PERSONAL CARE', '5050']
['28', '79600', 'Wednesday', '1280051782', '1', 'IMPULSE MERCHANDISE', '770']
['28', '80603', 'Wednesday', '7874207704', '1', 'HOUSEHOLD PAPER GOODS', '6640']
['28', '80603', 'Wednesday', '61035200012', '1', 'HOUSEHOLD CHEMICALS/SUPP', '57']
['28', '80603', 'Wednesday', '7874208252', '1', 'HOUSEHOLD CHEMICALS/SUPP', '52']
['28', '80603', 'Wednesday', '6128251044', '1', 'SPORTING GOODS', '5127']
['28', '80603', 'Wednesday', '4111600592', '1', 'IMPULSE MERCHANDISE', '105']
['28', '81458', 'Thursday', '7650137619', '1', 'SPORTING GOODS', '5117']
['28', '81458', 'Thursday', '61126981899', '1', 'DSD GROCERY', '3467']
['28', '81458', 'Thursday', '7650137612', '1', 'SPORTING GOODS', '5117']
['28', '81458', 'Thursday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '81691', 'Thursday', '3278458670', '1', 'SPORTING GOODS', '501']
['28', '81691', 'Thursday', '3278458672', '1', 'SPORTING GOODS', '501']
['28', '81691', 'Thursday', '25047000000', '1', 'BAKERY', '5024']
['28', '81691', 'Thursday', '7874206659', '1', 'DAIRY', '1344']
['28', '81748', 'Thursday', '68113147308', '1', 'SPORTING GOODS', '83']
['28', '81748', 'Thursday', '4556420016', '1', 'AUTOMOTIVE', '7125']
['28', '82314', 'Thursday', '84730901241', '1', 'SPORTING GOODS', '104']
['28', '82314', 'Thursday', '3877504208', '1', 'SPORTING GOODS', '731']
['28', '82314', 'Thursday', '3877504209', '2', 'SPORTING GOODS', '731']
['28', '82483', 'Thursday', '68113147307', '1', 'SPORTING GOODS', '82']
['28', '82578', 'Thursday', '3579442426', '1', 'SPORTING GOODS', '5300']
['28', '82578', 'Thursday', '81271301547', '3', 'SPORTING GOODS', '5085']
['28', '82578', 'Thursday', '72783385862', '1', 'JEWELRY AND SUNGLASSES', '6817']
['28', '82820', 'Thursday', '1708287351', '1', 'IMPULSE MERCHANDISE', '601']
['28', '82820', 'Thursday', '4460031259', '1', 'LAWN AND GARDEN', '31']
['28', '82820', 'Thursday', '84738109880', '1', 'SPORTING GOODS', '5048']
['28', '82820', 'Thursday', '4316874038', '2', 'HARDWARE', '4513']
['28', '82820', 'Thursday', '7650109772', '1', 'SPORTING GOODS', '5805']
['28', '82820', 'Thursday', '84738109254', '1', 'SPORTING GOODS', '5048']
['28', '82923', 'Thursday', '4650073020', '1', 'SPORTING GOODS', '5092']
['28', '82923', 'Thursday', '82342080195', '1', 'HOME DECOR', '819']
['28', '82923', 'Thursday', '3078640452', '1', 'HOME MANAGEMENT', '8484']
['28', '82923', 'Thursday', '5638909310', '1', 'SPORTING GOODS', '5025']
['28', '82923', 'Thursday', '1750020941', '1', 'HOME MANAGEMENT', '8484']
['28', '82923', 'Thursday', '76190336777', '2', 'SPORTING GOODS', '5046']
['28', '82923', 'Thursday', '693813499991', '1', 'SPORTING GOODS', '5025']
['28', '82923', 'Thursday', '7314906579', '1', 'HOME MANAGEMENT', '4230']
['28', '82923', 'Thursday', '7650120462', '1', 'SPORTING GOODS', '5003']
['28', '82923', 'Thursday', '7650120967', '1', 'SPORTING GOODS', '5003']
['28', '82923', 'Thursday', '1404532423', '2', 'SPORTING GOODS', '5037']
['28', '82923', 'Thursday', '79340512207', '3', 'SPORTING GOODS', '5028']
['28', '83501', 'Thursday', '3422344880', '1', 'SPORTING GOODS', '5114']
['28', '83501', 'Thursday', '84943400256', '1', 'COOK AND DINE', '905']
['28', '83927', 'Thursday', '2096855809', '1', 'SPORTING GOODS', '5090']
['28', '83927', 'Thursday', '4087', '1', 'PRODUCE', '7803']
['28', '83927', 'Thursday', '7402716767', '1', 'GROCERY DRY GOODS', '2916']
['28', '83927', 'Thursday', '4046', '1', 'PRODUCE', '5620']
['28', '83927', 'Thursday', '8130800152', '1', 'LIQUOR,WINE,BEER', '2301']
['28', '83927', 'Thursday', '88496807197', '1', 'MENS WEAR', '1224']
['28', '84482', 'Thursday', '3628292164', '1', 'SPORTING GOODS', '303']
['28', '84482', 'Thursday', '2614810234', '1', 'SPORTING GOODS', '28']
['28', '84482', 'Thursday', '2614810231', '1', 'SPORTING GOODS', '28']
['28', '84567', 'Thursday', '71933910453', '1', 'SPORTING GOODS', '3211']
['28', '84567', 'Thursday', '3294302130', '1', 'SPORTING GOODS', '3279']
['28', '84567', 'Thursday', '7874210455', '1', 'SPORTING GOODS', '3280']
['28', '84567', 'Thursday', '3877504207', '1', 'SPORTING GOODS', '731']
['28', '84567', 'Thursday', '84730900519', '1', 'SPORTING GOODS', '715']
['28', '84567', 'Thursday', '2200001041', '1', 'IMPULSE MERCHANDISE', '135']
['28', '84567', 'Thursday', '84730901241', '1', 'SPORTING GOODS', '104']
['28', '84567', 'Thursday', '8390000575', '2', 'DSD GROCERY', '3054']
['28', '84567', 'Thursday', '7278504499', '1', 'BEAUTY', '3300']
['28', '84567', 'Thursday', '3278458670', '1', 'SPORTING GOODS', '501']
['28', '84567', 'Thursday', '4770805378', '1', 'SPORTING GOODS', '625']
['28', '84567', 'Thursday', '3877504206', '1', 'SPORTING GOODS', '731']
['28', '84893', 'Thursday', '2267700147', '1', 'SPORTING GOODS', '3264']
['28', '84893', 'Thursday', '2267707102', '1', 'SPORTING GOODS', '10']
['28', '84893', 'Thursday', '2267700836', '1', 'SPORTING GOODS', '10']
['28', '84893', 'Thursday', '2267700816', '1', 'SPORTING GOODS', '10']
['28', '85012', 'Thursday', '2500005349', '2', 'DSD GROCERY', '3004']
['28', '85012', 'Thursday', '5638901365', '2', 'SPORTING GOODS', '5020']
['28', '85012', 'Thursday', '87433500053', '1', 'SPORTING GOODS', '5303']
['28', '85012', 'Thursday', '4900005010', '3', 'DSD GROCERY', '9570']
